disaron:nom,nb de fichiers,noms des fichiers
Chd2207,2,"[""cd2022-7_Valeur-vénale-des-terresV2.pdf"",_""DonnéesAssociéesV2-cd2022-7_Valeur-vénale-des-terres.ods""]"
Chd2208,2,"[""cd2022-8_Matières-premières-alimentation-animale-2020.pdf"",_""cd2022-8_mpaa-données-complémentairesV2.xlsx""]"
Chd2209,2,"[""cd2022-9_TIC_2021.pdf"",_""cd2022-9_TableauxAssociésTIC2021.ods""]"
Chd2210,2,"[""cd2022-10_EACEI-2020.pdf"",_""cd2022-10_EACEI-2020_TableauxAssocies.ods""]"
Chd2211,2,"[""cd2022-11_teruti_2018.pdf"",_""cd2022-11_DonnéesTeruti_2018.xlsx""]"
Chd2212,2,"[""cd2022-12_teruti_2019.pdf"",_""cd2022-12_DonnéesTeruti_2019.xlsx""]"
Chd2213,2,"[""cd2022-13_BilanApprovisionnement2020-2021V2.pdf"",_""cd2022-13_Séries_longues_bilansV2.7z""]"
Chd2214,2,"[""cd2022-14_Rica2020.pdf"",_""Données_Associées_2022-14Rica-1.xlsx""]"
Chd2215,5,"[""cd2022-15_SAA_2021DéfiniifV2.pdf"",_""cd2022-15_SAA_RésultatsFranceentière2020-2021v2.xlsx"",_""cd2022-15_SAA_RésultatsFrancemétropolitaine2020-2021.xlsx"",_""cd2022-15_SAA_2020_rebasee_resultats_LIB.xlsx"",_""cd2022-15_SAA_2021Définitive_resultats_LIB.xlsx""]"
Chd2216,2,"[""cd2022-16_VentesPPP-2011a2020.pdf"",_""TableauxAssociés_cd2022-16_VentePPP_2011à2020_.xlsx""]"
Chd2301,2,"[""cd2023-01_ANTIPOL2020.pdf"",_""cd2023-01_ANTIPOL2020_Tableaux_associés.ods""]"
Chd2302,2,"[""cd2023-02_EAL2021.pdf"",_""cd2023-02_EAL2021_Tableaux_associés.ods""]"
Chd2303,2,"[""cd2023-3_BoisSciages_2021.pdf"",_""cd2023-03_BoisSciages2021.ods""]"
Chd2304,3,"[""cd2023-4_PKViti2019.pdf"",_""cd2023-4_Résultats_principaux_PKViti2019.ods"",_""cd2023-4_Résultats_complémentaires_PKViti2019.ods""]"
Chd2305,2,"[""cd2023-5_Esane2020.pdf"",_""DonnéesAssociées_Esane2020.zip""]"
Chd2306,2,"[""cd2023-6_Rica2021.pdf"",_""DonnéesAssociées_cd2023-6RICA_2023.xlsx""]"
Chd2307,2,"[""cd2023-7_ProdCom2021-V2.pdf"",_""cd2023-7_DonnéesProdCom2021-V2.xlsx""]"
Chd2308,2,"[""cd2023-8_Aqua2021.pdf"",_""cd2023-8_Aqua2021.xlsx""]"
Chd2309,3,"[""cd2023-9_PratiquesPhytoProdLégumière2018.pdf"",_""cd2023-9_DonnéesdeSynthèses.ods"",_""cd2023-9_TableauxAssociés.ods""]"
Chd2310,3,"[""cd2023-10_SAA2022-Provisoirev2.pdf"",_""cd2023-10_ResultatsProvisoires-FranceMetropolitaine2022v2.xlsx"",_""cd2023-10_ResultatsProvisoires-FranceEntiere2022-v3.xlsx""]"
Chd2311,2,"[""cd2023-11_Valeur-vénale-des-terres-en-2022.pdf"",_""Données-associées-cd2023-11_Valeur-vénale-des-terres-en-2022.ods""]"
Chd2312,3,"[""cd2023-12_PhytoLégumes2018.pdf"",_""cd2023-12_DonnéesAssociées.ods"",_""cd2023-12_DonnéesComplémentaires.ods""]"
Chd2313,2,"[""cd2023-13_EA-CIS-2020.pdf"",_""cd2023-13_EA-CIS-2020_DonnéesDétailléess.xlsx""]"
Chd2314,2,"[""cd2023-14_EACEI-2021.pdf"",_""cd2023-14_DonneesDetaillees.xlsx""]"
Chd2315,3,"[""cd2023-15_PKViti2019.pdf"",_""cd2023-15_Résultats-principaux_PKViti2019.ods"",_""cd2023-15_Données-complémentaires_PKViti2019.ods""]"
Chd2316,2,"[""cd2023-16_Rica_Europe_2021.pdf"",_""Données-Associées_cd2023-16_RICA_EUROPE_2021.xlsx""]"
Chd2317,2,"[""cd2023-17_BilanApprovisionnement2021-2022v2.pdf"",_""cd2023-17_SériesLongues_bilansV2.7z""]"
Chd2318,2,"[""cd2023-18_BoisSciages2022.pdf"",_""cd2023-18_BoisSciages2022.ods""]"
Chd2319,3,"[""cd2023-19_SAA2022-Définitive.pdf"",_""cd2023-19_ResultatsDéfinitifs-FranceMetropolitaine2021-2022.xlsx"",_""cd2023-19_ResultatsDéfinifs-FranceEntiere2021-2022_maj22nov2023.xlsx""]"
Chd2320,2,"[""cd2023-20_TIC2022.pdf"",_""cd2023-20_TableauxAssociésTIC2022.xlsx""]"
Chd2401,2,"[""cd2024-01_EAL2022.pdf"",_""cd2024-01_EAL2022_Tableaux_associés.ods""]"
Chd2402,2,"[""cd2024_2-Esane_2021.pdf"",_""cd2024-2-FichiersDonneesAssociees.zip""]"
Chd2403,2,"[""cd2024-3_Aqua2022.pdf"",_""cd2024-3_Aqua2022.xlsx""]"
Chd2404,3,"[""cd2024-04_ANTIPOL2021.pdf"",_""Infographie_Antipol-2021.pdf"",_""cd2024-04_ANTIPOL2021_donnees-complementaires.xlsx""]"
Chd2405,3,"[""cd2024-5_ProdCom2022.pdf"",_""cd2024-5_DonnéesProdCom2022.xlsx"",_""Infographie_EAPC2022.pdf""]"
Chd2406,2,"[""cd2024-6_Rica2022.pdf"",_""cd2024-6_DonnéesAssociées_RICA.xlsx""]"
Chd2407,5,"[""cd2024-7_PK-GC2021-IFT.pdf"",_""cd2024-7_DonneesPKGC-IFT_Tableaux_principaux.xlsx"",_""cd2024-7_DonneesPKGC-IFT_Tableaux_complémentaires.v3.xlsx"",_""cd2024-7_DonneesPKGC-IFT_Tableaux_detail_Reg.v3.xlsx"",_""cd2024-7_DonneesPKGC-IFT__Tableaux_detail_Anciennes-Reg.v3.xlsx""]"
Chd2408,3,"[""cd2024-8_SAA2023-Provisoire.pdf"",_""cd2024-8_ResultatsProvisoires-FranceEntiere2023.xlsx"",_""cd2024-8_ResultatsProvisoires-FranceMetropolitaine2023.xlsx""]"
Chd2409,3,"[""cd2024-9_Dechet-non-dangereux.pdf"",_""cd2024-9_DonnéesDechetsNonDangereux.xlsx"",_""cd2024-9_InfographieDechetsNonDangereux.pdf""]"
Chd2410,3,"[""cd2024-10_EACEI-2022.v2pdf.pdf"",_""cd2024-10_DonneesDetaillees.xlsx"",_""Infographie_cd2024-10_EACEI-2022_-v2pdf.pdf""]"
Chd2411,3,"[""cd2024-11_TIC2023.pdf"",_""cd2024-11_TableauxAssociésTIC2023.xlsx"",_""cd2024-11_Infographie_TIC_2023.pdf""]"
Chd2412,2,"[""cd2024-12_VVT-2023.pdf"",_""Données-associées-cd2024-12_Valeur-vénale-des-terres-en-2023.ods""]"
Chd2413,3,"[""cd2024-13_PK-GC2021.pdf"",_""cd2024-13_DonneesGlobalesPKGC-Canne.xlsx"",_""cd2024-13_DonneesGlobalesPKGC-HorsCanne.xlsx""]"
Chd2414,7,"[""cd2024-14_Esane2022.pdf"",_""bilan.xlsx"",_""caracteristiques.xlsx"",_""emploi.xlsx"",_""investissement.xlsx"",_""ratios.xlsx"",_""resultat.xlsx""]"
Chd2415,3,"[""cd2024-15_teruti_2022.pdf"",_""cd2024-15_DonnéesTeruti_2022.xlsx"",_""cd2024-15_DonnéesTeruti_2019.xlsx""]"
Chd2416,3,"[""cd2024-16_SAA2023-Definitive.pdf"",_""cd2024-16_ResultatsDefinitifs-FranceEntiere2023.xlsx"",_""cd2024-16_ResultatsDefinitifs-FranceMetropolitaine-2023.xlsx""]"
Chd2417,2,"[""cd2024-17_BilanApprovisionnement2022-2023.pdf"",_""cd2024-17_SériesLongues_bilans.7z""]"
Chd2418,2,"[""cd2024-18_Rica2023-v2.pdf"",_""cd2024-18_DonnéesAssociées_RICAv2.xlsx""]"
Chd2501,2,"[""cd2025-1_BoisSciages2023.pdf"",_""cd2025-1__DonnéesAssocieesBoisSciages2023.xlsx""]"
Chd2502,2,"[""cd2025-2_Rica2022.pdf"",_""cd2025-2_DonnéesAssociées_RICA.xlsx""]"
Chd2503,3,"[""cd2025-03_EAL2023.pdf"",_""cd2025-03_EAL2023_TableauxAssociés.ods"",_""Infographie_EAL2023.pdf""]"
Chd2504,6,"[""cd2025-4_PratiquesCulturales-ProdLégumières2022.pdf"",_""cd2025-4_DonnéesAssociés.xlsx"",_""cd2025-4_DonnéesAssociés-anciennes_regions__avec_secret.xlsx"",_""cd2025-4_DonnéesAssociés-regions__avec_secret.xlsx"",_""cd2025-4_PKL22_P70_IFT_REG.v3.xlsx"",_""cd2025-4_PKL22_P70_IFT_ANREG.v3.xlsx""]"
Chd2505,3,"[""cd2025-5_ProdCom2023.pdf"",_""cd2025-5_DonnéesProdCom2023.xlsx"",_""Infographie_EAPC2023.pdf""]"
Chd2506,2,"[""cd2025-6_Aqua2023.pdf"",_""cd2025-6_Aqua2023.xlsx""]"
Chd2507,3,"[""cd2025-7_PAC2023.pdf"",_""cd2025-7_donnees-associees-PAC2023.xlsx"",_""cd2025-7_donnees-complementaires-PAC2023.xlsx""]"
Chd2508,4,"[""cd2025-8_Esane2022-Regional.pdf"",_""cd2025-8_donnees-associees_Flores_EtabEmpl_Salaries.xlsx"",_""cd2025-8_donnees-associees_2022M22.xlsx"",_""cd2025-8_donnees-associees_2021M22.xlsx""]"
Chd2509,3,"[""cd2025-9_SAA2024-Provisoire.pdf"",_""Resultat_France_entiere_2024.xlsx"",_""Resultat_France_metropolitaine_2024.xlsx""]"
Chd2510,3,"[""cd2025-10_Teruti2023.pdf"",_""cd2025-10_DonnéesTeruti_2023.xlsx"",_""cd2025-10_DonnéesTeruti_2020.xlsx""]"
Chd2511,2,"[""cd2025-11_ESEA-2023_v3.pdf"",_""cd2025-11_DonnéesESEA2023.xlsx""]"
Chd2512,3,"[""cd2025-12_ANTIPOL2022.pdf"",_""cd2025-12_ANTIPOL2022_donnees-detaillees.xlsx"",_""Infographie_Antipol-2022.pdf""]"
Chd2513,2,"[""cd2025-13_Valeur-venale-des-terres-en-2024.pdf"",_""Données-associées-cd2025-13_Valeur-vénale-des-terres-en-2024.ods""]"
Chd2514,2,"[""cd2025-14_Rica2023.pdf"",_""cd2025-14_DonnéesAssociées_RICA.xlsx""]"
Chd2515,10,"[""cd2025-15_Esane-2023.pdf"",_""Infographie_cd2025-15_Esane-2023_.pdf"",_""1_tableaux_CD.xlsx"",_""2_caracteristiques.xlsx"",_""3_bilan.xlsx"",_""4_emploi.xlsx"",_""5_investissement.xlsx"",_""6_ratios.xlsx"",_""7_resultat.xlsx"",_""Esane2023_DonneesAssociees.zip""]"
Chd2516,3,"[""cd2025-16_SAA2024-R.Definitifs.pdf"",_""cd2025-16_ResultatsDefinitifs-FranceEntiere2024.xlsx"",_""cd2025-16_ResultatsDefinitifs-FranceMetropolitaine-2024.xlsx""]"
Chd2517,2,"[""cd2025-17_BoisSciages2024.pdf"",_""cd2025-17__DonnéesAssocieesBoisSciages2024.xlsx""]"
Chd2518,3,"[""cd2025-18_CIS-2022.pdf"",_""cd2025-18_donnees-detaillees-CIS.xlsx"",_""INFOGRAPHIE_CD_CIS_2022.pdf""]"
Chd2519,2,"[""cd2025-19_BilanApprovisionnement2023-2024.pdf"",_""cd2025-19_BilanApprovisionnement2023-2024_Donnees.ods""]"
Chd2520,3,"[""cd2025-20_ProdCom2024.pdf"",_""cd2025-20_DonnéesProdCom2024.xlsx"",_""Infographie_EAPC-2024.pdf""]"
Chd2601,2,"[""cd2026-2_RICA2024.pdf"",_""cd2026-2_DonnéesAssociées_RICA.xlsx""]"
Chd2602,3,"[""cd2026-2_EAL2024_VersionRevisee.pdf"",_""cd2026-2_EAL2024_TableauxAssociés-VR.ods"",_""Infographie_EAL2024.pdf""]"
Chd2603,14,"[""cd2026-3_Pratiques-culturales-Legumes-PKLeg2022.pdf"",_""cd2026-3_PKLeg2022_GeneralitesExploitation.xlsx"",_""cd2026-3_PKLeg2022_PrecedentsCulturaux.xlsx"",_""cd2026-3_PKLeg2022_Interculture.xlsx"",_""cd2026-3_PKLeg2022_GeneralitesParcelle.xlsx"",_""cd2026-3_PKLeg2022_AbrisThermie.xlsx"",_""cd2026-3_PKLeg2022_Production.xlsx"",_""cd2026-3_PKLeg2022_OperationsFertilisation.xlsx"",_""cd2026-3_PKLeg2022_Raisonnement.xlsx"",_""cd2026-3_PKLeg2022_Pulverisation.xlsx"",_""cd2026-3_PKLeg2022_Irrigation.xlsx"",_""cd2026-3_PKLeg2022_SemencesPlants.xlsx"",_""cd2026-3_PKLeg2022_TIC.xlsx"",_""cd2026-3_Pratiques-culturales-Legumes-PKLeg2022.zip""]"
Chd2604,2,"[""cd2026-4_Aqua2024-vf.pdf"",_""cd2026-4_Aqua2024-vf.xlsx""]"
ChdAal155,1,"[""ChdAal155.pdf""]"
ChdAal156,1,"[""ChdAal156.pdf""]"
ChdAal158,1,"[""ChdAal158.pdf""]"
ChdAal159,1,"[""ChdAal159.pdf""]"
ChdAal160,1,"[""ChdAal160.pdf""]"
ChdAal161,1,"[""ChdAal161.pdf""]"
ChdAal162,1,"[""ChdAal162.pdf""]"
ChdAal163,1,"[""ChdAal163.pdf""]"
ChdAal164,1,"[""ChdAal164.pdf""]"
ChdAal165,1,"[""ChdAal165.pdf""]"
ChdAal166,1,"[""ChdAal166.pdf""]"
ChdAal167,1,"[""ChdAal167.pdf""]"
ChdAal168,1,"[""ChdAal168.pdf""]"
ChdAal169,1,"[""ChdAal169.pdf""]"
ChdAal171,1,"[""ChdAal171.pdf""]"
ChdAal172,1,"[""ChdAal172.pdf""]"
ChdAal173,1,"[""ChdAal173.pdf""]"
ChdAal174,1,"[""ChdAal174.pdf""]"
ChdAal175,1,"[""ChdAal175.pdf""]"
ChdAal181,2,"[""ChdAal181.pdf"",_""ChdAal181_donnees.xls""]"
ChdAal182,2,"[""donneescd182iaa.xls"",_""cd182iaa.pdf""]"
ChdAal183,2,"[""donnescd183iaa.ods"",_""cd183iaa.pdf""]"
ChdAal184,2,"[""cd184iaa.pdf"",_""donneescd184iaa.xls""]"
ChdAal185,2,"[""cd185iaa.pdf"",_""donneescd185iaa.ods""]"
ChdAal186,3,"[""tableauxcd186iaa.ods"",_""donneescd186iaa.ods"",_""cd186iaa.pdf""]"
ChdAal187,3,"[""tableauxcd187iaa300718.zip"",_""cd187iaa.pdf"",_""donneescd187iaa.ods""]"
ChdAal188,2,"[""cd188iaav2.pdf"",_""donneescd188iaa.ods""]"
ChdAal190,3,"[""CD190bsiaa.pdf"",_""CD190Donnee2017.ods"",_""CD190Donnees2015.ods""]"
ChdAal191,2,"[""Cd191iaav3.pdf"",_""donneescd191iaaV3.ods""]"
ChdAal192,2,"[""tableauxcd192Octobre2018.ods"",_""cd192iaaOctobre2018.pdf""]"
ChdAgr189,2,"[""tableauxcd189iaa.ods"",_""cd189iaa.pdf""]"
ChdAgr194,2,"[""Cd194iaa.pdf"",_""Donnees_complementaires_CD_esane_2016.zip""]"
ChdAgr195,1,"[""ChdAgr195.pdf""]"
ChdAgr196,1,"[""ChdAgr196.pdf""]"
ChdAgr197,1,"[""ChdAgr197.pdf""]"
ChdAgr198,1,"[""ChdAgr198.pdf""]"
ChdAgr201,1,"[""ChdAgr201.pdf""]"
ChdAgr202,1,"[""ChdAgr202.pdf""]"
ChdAgr203,1,"[""ChdAgr203.pdf""]"
ChdAgr204,1,"[""ChdAgr204.pdf""]"
ChdAgr205,1,"[""ChdAgr205.pdf""]"
ChdAgr206,1,"[""ChdAgr206.pdf""]"
ChdAgr207,1,"[""ChdAgr207.pdf""]"
ChdAgr208,1,"[""ChdAgr208.pdf""]"
ChdAgr210,1,"[""ChdAgr210.pdf""]"
ChdAgr211,1,"[""ChdAgr211.pdf""]"
ChdAgr212,1,"[""ChdAgr212.pdf""]"
ChdAgr213,1,"[""ChdAgr213.pdf""]"
ChdAgr214,1,"[""ChdAgr214.pdf""]"
ChdAgr215,1,"[""ChdAgr215.pdf""]"
ChdAgr216,1,"[""ChdAgr216.pdf""]"
ChdAgr217,1,"[""ChdAgr217.pdf""]"
ChdAgr218,1,"[""ChdAgr218.pdf""]"
ChdAgr219,1,"[""ChdAgr219.pdf""]"
ChdAgr220,2,"[""ChdAgr220_donnees.xls"",_""ChdAgr220.pdf""]"
ChdAgr221,2,"[""ChdAgr221_donnees.xls"",_""ChdAgr221.pdf""]"
ChdAgr222,3,"[""ChdAgr222.pdf"",_""ChdAgr222_donnees_metropole.xls"",_""ChdAgr222_donnees_dom.xls""]"
ChdAgr223,2,"[""ChdAgr223.pdf"",_""ChdAgr223_donnees.xls""]"
ChdAgr224,2,"[""ChdAgr224_donnees.xls"",_""ChdAgr224.pdf""]"
ChdAgr225,2,"[""ChdAgr225_donnees.xls"",_""ChdAgr225.pdf""]"
ChdAgr226,2,"[""ChdAgr226.pdf"",_""ChdAgr226_donnees.xls""]"
ChdAgr227,2,"[""ChdAgr227_donnees.xls"",_""ChdAgr227.pdf""]"
ChdAgr228,2,"[""ChdAgr228_donnees.xls"",_""ChdAgr228.pdf""]"
ChdAgr229,2,"[""ChdAgr229_donnees.xls"",_""ChdAgr229.pdf""]"
ChdAgr230,2,"[""ChdAgr230.pdf"",_""ChdAgr230_donnees.xls""]"
ChdAgr231,4,"[""ChdAgr231.pdf"",_""ChdAgr231_donnees_regionP2.xls"",_""ChdAgr231_donnees_nationales.xls"",_""ChdAgr231_donnees_regionP1.xls""]"
ChdAgr232,2,"[""ChdAgr232_donnees.xls"",_""ChdAgr232.pdf""]"
ChdAgr233,2,"[""ChdAgr233.pdf"",_""ChdAgr233_donnees.ods""]"
ChdAgr234,4,"[""ChdAgr234_donnees_regionP1.xls"",_""ChdAgr234_donnees_nationales.xls"",_""ChdAgr234.pdf"",_""ChdAgr234_donnees_regionP2.xls""]"
ChdAgr235,5,"[""ChdAgr235.pdf"",_""ChdAgr235_donnees_EnAnnexe.xls"",_""ChdAgr235_donnees_nationales.xls"",_""ChdAgr235_donnees_regionales.zip"",_""ChdAgr235_donnees_regionalesParOtex.zip""]"
ChdAgr236,2,"[""ChdAgr236.pdf"",_""ChdAgr236_donnees.xls""]"
ChdAgr237,5,"[""ESEA_2013_Tableaux_1bssef.xls"",_""ESEA_2013_Tableaux_4bssef.xls"",_""ESEA_2013_Tableaux_3bssef.xls"",_""cd237bssef.pdf"",_""ESEA_2013_Tableaux_2bssef.xls""]"
ChdAgr238,1,"[""cd238bspca.7z""]"
ChdAgr239,2,"[""cd239bsva.pdf"",_""donneescd239bsva.ods""]"
ChdAgr240,2,"[""cd240bspca.pdf"",_""donneescd240bspca.ods""]"
ChdAgr241,1,"[""cd241bssef_16042018.pdf""]"
ChdAgr242,2,"[""cd242bssef.pdf"",_""donneescd242bssef.zip""]"
ChdAgr243,2,"[""cd243bsva.pdf"",_""donneescd243bsva.ods""]"
ChdAgr244,3,"[""TableauxComplementairescd244bsva_v2019.ods"",_""cd244bsva_v2019.pdf"",_""DonneesAssocieescd244bsva_v2019.ods""]"
ChdAgr245,2,"[""cd245bsva.pdf"",_""donneescd245bsva.zip""]"
ChdAgr246,2,"[""cd246bsva.pdf"",_""donneescd246bsvaV3.ods""]"
ChdAgr247,2,"[""donneescd247bspca150317.ods"",_""cd247bspca150317.pdf""]"
ChdAgr248,2,"[""donneescd248bsva.ods"",_""cd248bsva.pdf""]"
ChdAgr249,2,"[""cd249iaaMAJdec2018.pdf"",_""Donneescd249iaaMAJ.ods""]"
ChdAgr250,2,"[""Donneescd250_avril2019.zip"",_""cd250va_MAJ.pdf""]"
ChdAgr251,1,"[""cdagri251.pdf""]"
ChdAgr252,2,"[""Donneescd252va_janv2019.ods"",_""cd252va_MAJ.pdf""]"
ChdAgr253,1,"[""cd253-BAEA2016.pdf""]"
DOC-CEP1,1,"[""doctravail-CEP-10811.pdf""]"
DOC-CEP10,1,"[""doctravail-CEP-101215.pdf""]"
DOC-CEP11,1,"[""doctravail-CEP-110616.pdf""]"
DOC-CEP12,1,"[""doctravail-CEP-121216.pdf""]"
DOC-CEP13,1,"[""Doctravail-CEP-130219.pdf""]"
DOC-CEP14,1,"[""Doctravail-CEP-140319.pdf""]"
DOC-CEP15,1,"[""CEP_Document_de_travail_15_Géographie_économique_agriculture_alimentation.pdf""]"
DOC-CEP16,1,"[""CEP_Document_de_travail_16_Géographie-environnementale-agriculture-alimentationV2.pdf""]"
DOC-CEP17,1,"[""CEP_Document_de_travail_17_Géographie-logistique-du-système-alimentaire-français.pdf""]"
DOC-CEP18,1,"[""CEP_Document-de-travail_18_Images-et-représentations-de-l-agriculture.PDF""]"
DOC-CEP19,1,"[""CEP_Doc_de_travail_19_Systèmes-de-production-et-emploi-en-élevage.pdf""]"
DOC-CEP2,1,"[""doctravail-CEP-20903.pdf""]"
DOC-CEP3,1,"[""doctravail-CEP-31109.pdf""]"
DOC-CEP4,1,"[""doctravail-CEP-40112.pdf""]"
DOC-CEP5,1,"[""doctravail-CEP-50112.pdf""]"
DOC-CEP6,1,"[""doctravail-CEP-60313.pdf""]"
DOC-CEP7,1,"[""doctravail-CEP-70713.pdf""]"
DOC-CEP8,1,"[""doctravail-CEP-80913.pdf""]"
DOC-CEP9,1,"[""doctravail-CEP-91113.pdf""]"
Dos1,1,"[""Dos1.pdf""]"
Dos10,7,"[""Dos10_categ-expl.pdf"",_""Dos10_comptesocial.pdf"",_""Dos10_concours.pdf"",_""Dos10_rica2009.pdf"",_""Dos10_compterendu.pdf"",_""Dos10_compteprevision.pdf"",_""Dos10.pdf""]"
Dos11,1,"[""Dos11.pdf""]"
Dos12,1,"[""Dos12.pdf""]"
Dos13,7,"[""Dos13_concours.pdf"",_""Dos13_categ-expl.pdf"",_""Dos13_comptesocial.pdf"",_""Dos13_compterendu.pdf"",_""Dos13.pdf"",_""Dos13_compteprevision.pdf"",_""Dos13_rica2010.pdf""]"
Dos14,1,"[""Dos14.pdf""]"
Dos15,7,"[""Dos15_compteprevision.pdf"",_""Dos15_concours.pdf"",_""Dos15.pdf"",_""Dos15_comptesocial.pdf"",_""Dos15_rica2011.pdf"",_""Dos15_categ-expl.pdf"",_""Dos15_compterendu.pdf""]"
Dos16,4,"[""Dos16.pdf"",_""Dos16_chapitre2_donnees.xls"",_""Dos16_chapitre3_donnees.xls"",_""Dos16_chapitre1_donnees.xls""]"
Dos17,2,"[""Dos17.pdf"",_""Dos17_donnees.xls""]"
Dos18,2,"[""Dos18_donnees.xls"",_""Dos18.pdf""]"
Dos1902,2,"[""TableauxAssociesDossier2019-2v2.ods"",_""Dossier2019-2.pdf""]"
Dos1903,2,"[""TableauxAssociesDossier2019-3.ods"",_""Dossier2019-3.pdf""]"
Dos1904,1,"[""Dossier2019_CCAN__juillet2019.pdf""]"
Dos1905,1,"[""Dossier_2019-5_iaa.pdf""]"
Dos1906,1,"[""Dossiers_2019-6.pdf""]"
Dos1907,1,"[""Dossier2019_9_RICA2018_-_provisoire.pdf""]"
Dos2,1,"[""Dos2.pdf""]"
Dos20,2,"[""Dos20.pdf"",_""Dos20_donnees.xls""]"
Dos2002,1,"[""Dossier2020-2_CCAN_3_Juillet_2020Definitive.pdf""]"
Dos201,6,"[""Dossier2020-1_CCAN_Janvier2020v3.pdf"",_""1Pages_de_Dossier2020-1_CCAN_Synthese.pdf"",_""2Pages_de_Dossier2020-1_CCAN_ChapitreI.pdf"",_""3Pages_de_Dossier2020-1_CCAN_ChapitreII.pdf"",_""4Pages_de_Dossier2020-1_CCAN_ChapitreIII.pdf"",_""5Pages_de_Dossier2020-1_CCAN_Debats.pdf""]"
Dos2019-1,1,"[""Dossier45_CCAN__janv2019.pdf""]"
Dos203,5,"[""Dossier2020-3_CCAN_Definitif_dec2020.pdf"",_""1Pages_de_Dossier2020-3_CCAN_ChapitreI.pdf"",_""2Pages_de_Dossier2020-3_CCAN_ChapitreII.pdf"",_""3Pages_de_Dossier2020-3_CCAN_ChapitreIII.pdf"",_""4Pages_de_Dossier2020-3_CCAN_Definitif_CpteRenduDebats.pdf""]"
Dos21,2,"[""Dos21.pdf"",_""Dos21_donnees.xls""]"
Dos2101,1,"[""Dossier2021-1__Phyto_Viti_2016.pdf""]"
Dos2102,1,"[""Dossier2021-2__Etude_phytoV2.pdf""]"
Dos2103,1,"[""Dossiers_2021-3_TERUTI.pdf""]"
Dos2104,1,"[""Dossier2021-4_CCAN_Définitive_110821.pdf""]"
Dos2105,5,"[""Dossier2021-5_CCAN_Définitif_déc2021_V2.pdf"",_""1Pages_de_Dossier2021-5_CCAN_ChapitreI.pdf"",_""2Pages_de_Dossier2021-5_CCAN_ChapitreII.pdf"",_""3Pages_de_Dossier2021-5_CCAN_ChapitreIII.pdf"",_""4Pages_de_Dossier2021-5_CCAN_Compte_rendu_des_débatsV2.pdf""]"
Dos2106,2,"[""Dossier_2021_6_Pdts_Phytopharma_en_Arboriculture.pdf"",_""Dossier2021-6_DonnéesAssociées.ods""]"
Dos22,2,"[""Dos22.pdf"",_""Dos22_donnees.xls""]"
Dos2201,2,"[""Dossiers_2022-1_IAA.pdf"",_""Dossier2022-1_DonnéesAssociées.ods""]"
Dos2202,1,"[""CCAN-2022-2_7juillet2022_Version_définitive.pdf""]"
Dos2203,4,"[""CCAN-2022-3_décembre2022_VersionDéfnitive.pdf"",_""1Pages_de_Dossier2022-3_CCAN_ChapitreI.pdf"",_""2Pages_de_Dossier2022-3_CCAN_ChapitreII.pdf"",_""4Pages_de_Dossier2022-3_CCAN_AnnexeCpteRendudesDebats.pdf""]"
Dos23,6,"[""Dos23_resultats.pdf"",_""Dos23_concours.pdf"",_""Dos23_compterendu.pdf"",_""Dos23_compteprevision.pdf"",_""Dos23_comptesocial.pdf"",_""Dos23.pdf""]"
Dos2301,3,"[""Dossiers2023-1_EmploiAgricole2020.pdf"",_""Dossiers2023-1_EmploiAgricole2020_-figures.ods"",_""Dossiers_2023-1_-_EEA_2020_-_donnees.zip""]"
Dos2302,1,"[""CCAN-2023-2_6juillet2023_Version_definitive.pdf""]"
Dos2303,3,"[""Dossiers2023-3_EmploiAgricole2021.pdf"",_""Dossiers2023-3_EmploiAgricole2021-figures.ods"",_""Dossiers_2023-3-EEA_DonneesDétaillées.zip""]"
Dos2304,2,"[""Dossiers2023-4_BovinsLait.pdf"",_""Dossiers2023-4_bovinslait.xlsx""]"
Dos2305,1,"[""Dossiers2023-5_ActesColloque-RA20.pdf""]"
Dos2306,1,"[""1PagesdeDossiers2023-6_CCAN-ChapitreI.pdf""]"
Dos24,2,"[""Dos24.pdf"",_""Dos24_donnees.xls""]"
Dos2401,3,"[""Dossiers2024-1_Les-performances-economiques-des-exploitations-en-agriculture-biologique-en-2020.pdf"",_""Dossiers2024-1_Donnees-des-figures-et-graphiques.xlsx"",_""Dossiers2024-1_Donnees-complementaires.xlsx""]"
Dos2402,2,"[""Dossiers2024-2_CCAN-Oct.2024_Vdef.pdf"",_""Rapport_passage_base_2020_final.pdf""]"
Dos2403,3,"[""Dossiers2024-3_EmploiAgricole2022.pdf"",_""Dossiers2024-3_EmploiAgricole2022_Figures.ods"",_""Dossiers2024-3_EmploiAgricole2022_DonneesDetaillees.zip""]"
Dos2404,2,"[""Dossiers2024-4_CCAN-déc2024_Vdef.pdf"",_""Dossiers2024-4_DonneesComplementaires-CCAN.xlsx""]"
Dos25,2,"[""Dos25_donnees.xls"",_""Dos25.pdf""]"
Dos2501,1,"[""Dossiers2025-1_Commission-des-Comptes-de-l-Agriculture-de-la-Nation_Vdef.pdf""]"
Dos2502,3,"[""Dossier2025-2__EEA2024-EA2023-Figures.xlsx"",_""Dossier2025-2-EmploiAgricole2023-Donnees.zip"",_""Dossier2025-2_EstimationEmploiAgricole2024.pdf""]"
