Disaron_lien_origine,Nom_Disaron,Titre Disaron,Paru le,Annee_1re publication,Publication-Tableau-Carte,Collection Libellé Agreste,Sous-Collection Libellé Agreste,Sous-collection (nom court),Thèmes_CORRIGÉS,Thème CORRIGÉ-1,Thème CORRIGÉ-2,NB-THEM,Pondération,Descripteurs
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi18015/detail/,IraAvi18015,Aviculture. Abattages de poulets : baisse saisonnière de décembre plus marquée en 2017 qu’en 2016,2018_02,2018,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,35,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai18020/detail/,IraLai18020,Lait. La collecte de lait de vache 2017 dépasse celle de 2016,2018_02,2018,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,35,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli18016/detail/,IraCli18016,Climatologie. Records de températures et de précipitations en janvier,2018_02,2018,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,29,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18021/detail/,IraLeg18021,Chicorée. Chicorée d’hiver : Recul des surfaces et de la production pour la campagne 2017-2018,2018_02,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,29,CHICORÉE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr18018/detail/,IraCpr18018,"Coûts de production. En décembre 2017, le prix d’achat des intrants est resté stable par rapport au mois précédent ainsi que sur un an",2018_02,2018,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,26,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18034/detail/,IraAbo18034,Caprins. Hausse du cheptel caprin en 2017 en France,2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,135,CHEPTEL| CONJONCTURE| PRODUCTION ANIMALE| CAPRIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18033/detail/,IraAbo18033,"Ovins : En 2017, baisse des effectifs ovins en France",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,119,OVIN| CHEPTEL| CONJONCTURE| PRODUCTION ANIMALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18035/detail/,IraAbo18035,"Porcins : Fin 2017, stabilisation des effectifs de truies",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,59,CHEPTEL| CONJONCTURE| PRODUCTION ANIMALE| PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri18026/detail/,IraPri18026,"Prix agricoles et alimentaires. En janvier 2018, baisse de 1 % des prix des produits agricoles à la production",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,52,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri18042/detail/,IraPri18042,"Prix agricoles et alimentaires. En février 2018, baisse de 1,7 % des prix des produits agricoles à la production sur un an",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,50,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18039/detail/,IraAbo18039,"Bovins. En février 2018, hausse des abattages de bovins",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,47,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex18030/detail/,IraCex18030,"Commerce extérieur. En janvier 2018, l’excédent agroalimentaire se redresse, tiré par l’amélioration du solde des échanges de produits agricoles bruts",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,46,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai18031/detail/,IraLai18031,Lait. Hausse de la collecte de lait de vache en janvier 2018,2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,43,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18024/detail/,IraAbo18024,"Porcins : En janvier 2018, le prix du porc charcutier atteint un seuil plancher",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,37,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18025/detail/,IraAbo18025,"Ovins : En 2017, une production ovine en recul",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,31,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr18029/detail/,IraCpr18029,"Coûts de production. En janvier 2018, le prix d’achat des intrants est en hausse par rapport au mois précédent ainsi que sur un an",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,27,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi18027/detail/,IraAvi18027,Aviculture.Le déficit du solde extérieur de la viande de poulet se creuse en 2017,2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,24,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru18038/detail/,IraFru18038,"Stocks de pommes et de poires. Fin février 2018, les stocks de pommes sont inférieurs à ceux de fin février 2017",2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,23,PRIX| STOCK| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18036/detail/,IraLeg18036,Chou-fleur. Une récolte de choux-fleurs révisée en baisse sur un an pour la campagne 2017-2018,2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,23,CHOU-FLEUR| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli18028/detail/,IraCli18028,Climatologie. Le froid s’est installé en février,2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,22,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18037/detail/,IraLeg18037,Poireau. Une production de poireaux confirmée en nette hausse pour la campagne 2017-2018 sur un an et par rapport à 2012-2016,2018_03,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,18,PRIX| POIREAU| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu18044/detail/,IraGcu18044,Grandes cultures. Légère baisse des surfaces de céréales à paille en 2018,2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,223,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18054/detail/,IraAbo18054,"Bovins. En février 2018, repli des exportations de broutards",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,93,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex18046/detail/,IraCex18046,"Commerce extérieur. En février 2018, l’excédent agroalimentaire se redresse, tiré par le dynamisme des exportations",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,64,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18056/detail/,IraAbo18056,"Ovins : En mars 2018, les cours de l’agneau nettement supérieurs à 2017",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,57,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri18057/detail/,IraPri18057,"Prix agricoles et alimentaires. En mars 2018, quasi-stabilité des prix des produits agricoles à la production sur un an (+ 0,2 %)",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,52,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18052/detail/,IraLeg18052,"Endive. En 2017-2018, des cours de l’endive supérieurs à la moyenne 2012-2016",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,49,ENDIVE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi18043/detail/,IraAvi18043,"Aviculture. Depuis janvier 2018, baisse du prix de l’œuf",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,39,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18050/detail/,IraLeg18050,Carotte. Des cours de la carotte mieux orientés en fin de campagne 2017-2018,2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,38,PRIX| CONJONCTURE| CAROTTE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18053/detail/,IraLeg18053,Laitue. Laitues d’hiver de la campagne 2017-2018 : production en repli et prix un peu inférieurs à la moyenne 2012-2016,2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,35,LAITUE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai18047/detail/,IraLai18047,Lait. Hausse de la collecte de lait de vache en février 2018,2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,34,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18055/detail/,IraAbo18055,"Porcins : En février 2018, rebond des exportations françaises de viande de porc",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,28,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli18045/detail/,IraCli18045,Climatologie. Un mois de mars très arrosé,2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,26,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr18048/detail/,IraCpr18048,"Coûts de production. En février 2018, le prix d’achat des intrants est en baisse par rapport au mois précédent mais progresse sur un an",2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,20,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18051/detail/,IraLeg18051,Chicorée. Chicorée d’hiver : Production 2017-2018 en repli et prix en dessous de la moyenne 2012-2016 en fin de campagne,2018_04,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,18,CHICORÉE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu18051/detail/,IraGcu18051,"Grandes cultures. En 2018, les surfaces de maïs et de tournesol resteraient à un niveau historiquement faible, tandis que celles de betteraves se maintiendraient à un niveau élevé, malgré le retard des semis",2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,249,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri18073/detail/,IraPri18073,"Prix agricoles et alimentaires. En avril 2018, repli des prix des produits agricoles à la production",2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,120,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18070/detail/,IraLeg18070,Fraise. Légère augmentation des surfaces de fraises pour la campagne 2018,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,106,FRAISE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18069/detail/,IraLeg18069,Tomate. Un début de campagne 2018 difficile pour la tomate,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,94,PRIX| CONJONCTURE| TOMATE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru18067/detail/,IraFru18067,Cerise. Une production 2018 prévue en retard et au niveau de 2017,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,92,PRIX| CONJONCTURE| CERISE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex18063/detail/,IraCex18063,"Commerce extérieur. En mars 2018, l’excédent agroalimentaire progresse du fait de la baisse des importations",2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,65,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru18064/detail/,IraFru18064,Pêche. Une production 2018 prévue nettement inférieure à celle de 2017,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,58,PÉPINIÈRE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu18058/detail/,IraGcu18058,Prairies. Une pousse d’herbe normale en début de campagne 2018,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,FOURRAGE,FOURRAGE,,1,45,CONJONCTURE| FOURRAGE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu18072/detail/,IraGcu18072,Prairies. Une pousse d’herbe légèrement excédentaire en mai 2018,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,FOURRAGE,FOURRAGE,,1,40,CONJONCTURE| FOURRAGE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18068/detail/,IraLeg18068,Chou-fleur. Une récolte de choux-fleurs 2017-2018 en net recul sur un an et des prix moins bien orientés,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,40,CHOU-FLEUR| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi18059/detail/,IraAvi18059,"Aviculture. En mars 2018, hausse des abattages de volailles de chair",2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,35,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli18060/detail/,IraCli18060,Climatologie. Avril exceptionnellement doux,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,32,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai18066/detail/,IraLai18066,Lait. La collecte de lait de vache est stable au mois de mars 2018,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,31,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr18065/detail/,IraCpr18065,"Coûts de production. En mars 2018, le prix d’achat des intrants est en hausse par rapport au mois précédent tout comme sur un an",2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,28,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru18062/detail/,IraFru18062,Abricot. Une production d’abricots prévue en nette baisse sur un an et par rapport à la moyenne quinquennale,2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,28,ABRICOT| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru18071/detail/,IraFru18071,"Stocks de pommes et de poires. Fin avril 2018, les stocks de pommes sont inférieurs à ceux de fin avril 2017",2018_05,2018,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,22,PRIX| STOCK| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu18079/detail/,IraGcu18079,"Grandes cultures. Des rendements en baisse pour le colza, du fait d’une météo défavorable, mais en hausse pour les orges d’hiver",2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,258,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex18082/detail/,IraCex18082,"Commerce extérieur. En avril 2018, l’excédent agroalimentaire bénéficie de la hausse des exportations",2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,78,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo18091/detail/,IraAbo18091,"Bovins. En avril 2018, repli de la production de bovins finis",2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,49,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri18094/detail/,IraPri18094,"Prix agricoles et alimentaires. En mai 2018, léger repli des prix des produits agricoles à la production",2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,45,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18086/detail/,IraLeg18086,Concombre. Baisse de production pour le concombre en 2018 et prix volatils,2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,41,PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| CONCOMBRE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18087/detail/,IraLeg18087,Courgette. Cours très fermes pour la courgette en début de campagne 2018,2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,41,COURGETTE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18089/detail/,IraLeg18089,"Fraise. En mai, la météo pénalise la production de fraise et complique sa commercialisation",2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,39,FRAISE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli18078/detail/,IraCli18078,Climatologie. Températures contrastées et pluies abondantes en mai,2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,31,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg18008/detail/,IraLeg18008,Endive. Des prix de l’endive toujours fermes et une production un peu plus dynamique en fin de campagne 2017-2018 qu’en 2016-2017,2018_06,2018,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,30,ENDIVE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
