disaron_nom,nb de fichiers,noms des fichiers,urls des fichiers
IraAvi2501,2,"[""2025_01inforapaviculture.pdf"", ""2025_01donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2501/2025_01inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2501/2025_01donnéesaviculture.xlsx""]"
IraAvi25107,2,"[""2025_107inforapaviculture.pdf"", ""2025_107donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25107/2025_107inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25107/2025_107donnéesaviculture.xlsx""]"
IraAvi2514,2,"[""2025-14inforapaviculture.pdf"", ""2025_14donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2514/2025-14inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2514/2025_14donnéesaviculture.xlsx""]"
IraAvi25162,2,"[""2025_162inforapaviculture.pdf"", ""2025_162donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25162/2025_162inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi25162/2025_162donnéesaviculture.xlsx""]"
IraAvi2525,2,"[""2025-25inforapaviculture.pdf"", ""2025_25donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2525/2025-25inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2525/2025_25donnéesaviculture.xlsx""]"
IraAvi2536,2,"[""2025-36inforapaviculture.pdf"", ""2025_36donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2536/2025-36inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2536/2025_36donnéesaviculture.xlsx""]"
IraAvi2546,2,"[""2025-46inforapaviculture.pdf"", ""2025_46donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2546/2025-46inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2546/2025_46donnéesaviculture.xlsx""]"
IraAvi2567,2,"[""2025_67inforapaviculture.pdf"", ""2025_67donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2567/2025_67inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2567/2025_67donnéesaviculture.xlsx""]"
IraAvi2583,2,"[""2025_83inforapaviculture.pdf"", ""2025_83donnéesaviculture.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2583/2025_83inforapaviculture.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvi2583/2025_83donnéesaviculture.xlsx""]"
IraAvii21026,1,"[""2021_26inforapaviculture.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvii21026/2021_26inforapaviculture.pdf""]"
IraAvii21037,1,"[""2021_37inforapavicultureV2.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvii21037/2021_37inforapavicultureV2.pdf""]"
IraAvii21050,1,"[""2021_50inforapaviculture.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvii21050/2021_50inforapaviculture.pdf""]"
IraAvii21068,1,"[""2021_68inforapaviculture.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraAvii21068/2021_68inforapaviculture.pdf""]"
IraBoi024,1,"[""2019_024inforapbois.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraBoi024/2019_024inforapbois.pdf""]"
IraBoi144,1,"[""2018_144inforapbois.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraBoi144/2018_144inforapbois.pdf""]"
IraBoi18049,1,"[""2018_049inforapbois.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraBoi18049/2018_049inforapbois.pdf""]"
IraBoi19121,1,"[""2019_121inforapbois.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraBoi19121/2019_121inforapbois.pdf""]"
IraCex005,1,"[""2019_005inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex005/2019_005inforapcommerceext.pdf""]"
IraCex019,1,"[""2019_019inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex019/2019_019inforapcommerceext.pdf""]"
IraCex031,1,"[""2019_031inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex031/2019_031inforapcommerceext.pdf""]"
IraCex048,1,"[""2019_048inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex048/2019_048inforapcommerceext.pdf""]"
IraCex064,1,"[""2019_064inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex064/2019_064inforapcommerceext.pdf""]"
IraCex083,1,"[""2019_083inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex083/2019_083inforapcommerceext.pdf""]"
IraCex102,1,"[""2019_102inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex102/2019_102inforapcommerceext.pdf""]"
IraCex172,1,"[""2018_172inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex172/2018_172inforapcommerceext.pdf""]"
IraCex18005,2,"[""2018_005donneescommerceexterieur.xls"", ""2018_005inforapcommerceexterieur.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18005/2018_005donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18005/2018_005inforapcommerceexterieur.pdf""]"
IraCex18019,2,"[""2018_019donneescommerceexterieur.xls"", ""2018_019inforapcommerceexterieur.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18019/2018_019donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18019/2018_019inforapcommerceexterieur.pdf""]"
IraCex18030,2,"[""2018_030donneescommerceexterieur.xls"", ""2018_030inforapcommerceexterieur.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18030/2018_030donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18030/2018_030inforapcommerceexterieur.pdf""]"
IraCex18063,2,"[""2018_063donneescommerceexterieur.xls"", ""2018_063inforapcommerceexterieur.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18063/2018_063donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18063/2018_063inforapcommerceexterieur.pdf""]"
IraCex18082,2,"[""2018_082donneescommerceexterieur.xls"", ""2018_082inforapcommerceexterieur.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18082/2018_082donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18082/2018_082inforapcommerceexterieur.pdf""]"
IraCex18119,2,"[""2018_119donneescommerceexterieur.xls"", ""2018_119inforapcommerceexterieur.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18119/2018_119donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18119/2018_119inforapcommerceexterieur.pdf""]"
IraCex18133,1,"[""2018_133inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex18133/2018_133inforapcommerceext.pdf""]"
IraCex186,1,"[""2018_186inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex186/2018_186inforapcommerceext.pdf""]"
IraCex19132,2,"[""2019_132inforapcommerceext.pdf"", ""conjinforap201909ce_tdb.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex19132/2019_132inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex19132/conjinforap201909ce_tdb.pdf""]"
IraCex19171,2,"[""2019_171inforapcommerceext.pdf"", ""2019_171donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex19171/2019_171inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex19171/2019_171donneescommerceexterieur.xls""]"
IraCex19185,2,"[""2019_185inforapcommerceext.pdf"", ""2019_185donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex19185/2019_185inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex19185/2019_185donneescommerceexterieur.xls""]"
IraCex20004,1,"[""2020_04inforapcommerceext.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20004/2020_04inforapcommerceext.pdf""]"
IraCex20110,3,"[""2020_110inforapcommerceext.pdf"", ""conjinforap202008ce_tdb.pdf"", ""2020_110donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20110/2020_110inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20110/conjinforap202008ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20110/2020_110donneescommerceexterieur.xls""]"
IraCex20129,3,"[""2020_129inforapcommerceext.pdf"", ""conjinforap202009ce_tdb.pdf"", ""2020_129donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20129/2020_129inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20129/conjinforap202009ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20129/2020_129donneescommerceexterieur.xls""]"
IraCex20145,3,"[""2020_145inforapcommerceext.pdf"", ""conjinforap202010ce_tdb.pdf"", ""2020_145donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20145/2020_145inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20145/conjinforap202010ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20145/2020_145donneescommerceexterieur.xls""]"
IraCex20161,3,"[""2020_161inforapcommerceext.pdf"", ""2020_161donneescommerceexterieur.xls"", ""conjinforap202011ce_tdb.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20161/2020_161inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20161/2020_161donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20161/conjinforap202011ce_tdb.pdf""]"
IraCex20178,3,"[""2020_178inforapcommerceext.pdf"", ""conjinforap202012ce_tdb.pdf"", ""2020_178donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20178/2020_178inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20178/conjinforap202012ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex20178/2020_178donneescommerceexterieur.xls""]"
IraCex2019,3,"[""2020_19inforapcommerceext.pdf"", ""2020_19donneescommerceexterieur.xls"", ""conjinforap202019ce_tdb.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2019/2020_19inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2019/2020_19donneescommerceexterieur.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2019/conjinforap202019ce_tdb.pdf""]"
IraCex2042,3,"[""2020_42inforapcommerceext.pdf"", ""conjinforap202004ce_tdb.pdf"", ""2020_42donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2042/2020_42inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2042/conjinforap202004ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2042/2020_42donneescommerceexterieur.xls""]"
IraCex2061,2,"[""2020_61inforapcommerceext.pdf"", ""conjinforap202005ce_tdb.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2061/2020_61inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2061/conjinforap202005ce_tdb.pdf""]"
IraCex2079,3,"[""2020_79inforapcommerceext.pdf"", ""conjinforap202006ce_tdb.pdf"", ""2020_79donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2079/2020_79inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2079/conjinforap202006ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2079/2020_79donneescommerceexterieur.xls""]"
IraCex21004,3,"[""2021_04inforapcommerceext.pdf"", ""conjinforap202101ce_tdb.pdf"", ""2021_04donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21004/2021_04inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21004/conjinforap202101ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21004/2021_04donneescommerceext.xls""]"
IraCex21018,3,"[""2021_18inforapcommerceext.pdf"", ""conjinforap202102ce_tdb.pdf"", ""2021_18donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21018/2021_18inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21018/conjinforap202102ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21018/2021_18donneescommerceext.xls""]"
IraCex21028,3,"[""2021_28inforapcommerceext.pdf"", ""conjinforap202103ce_tdb.pdf"", ""2021_28donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21028/2021_28inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21028/conjinforap202103ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21028/2021_28donneescommerceext.xls""]"
IraCex21042,3,"[""2021_42inforapcommerceext.pdf"", ""conjinforap202104ce_tdb.pdf"", ""2021_42donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21042/2021_42inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21042/conjinforap202104ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21042/2021_42donneescommerceext.xls""]"
IraCex21057,3,"[""2021_57inforapcommerceext.pdf"", ""conjinforap202105ce_tdb.pdf"", ""2021_57donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21057/2021_57inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21057/conjinforap202105ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21057/2021_57donneescommerceext.xls""]"
IraCex21075,3,"[""2021_75inforapcommerceext.pdf"", ""conjinforap202106ce_tdb.pdf"", ""2021_75donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21075/2021_75inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21075/conjinforap202106ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21075/2021_75donneescommerceext.xls""]"
IraCex21093,3,"[""2021_93inforapcommerceext.pdf"", ""conjinforap202107ce_tdb.pdf"", ""2021_93donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21093/2021_93inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21093/conjinforap202107ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21093/2021_93donneescommerceext.xls""]"
IraCex21106,3,"[""2021_106inforapcommerceext.pdf"", ""conjinforap202108ce_tdb.pdf"", ""2021_106donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21106/2021_106inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21106/conjinforap202108ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21106/2021_106donneescommerceext.xls""]"
IraCex21121,3,"[""conjinforap202109ce_tdb.pdf"", ""2021_121inforapcommerceext.pdf"", ""2021_121donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21121/conjinforap202109ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21121/2021_121inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21121/2021_121donneescommerceext.xls""]"
IraCex21152,3,"[""2021_152inforapcommerceext.pdf"", ""2021_152donneescommerceext.xls"", ""conjinforap202111ce_tdb.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21152/2021_152inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21152/2021_152donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21152/conjinforap202111ce_tdb.pdf""]"
IraCex21168,3,"[""2021_168inforapcommerceext.pdf"", ""conjinforap202112ce_tdb.pdf"", ""2021_168donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21168/2021_168inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21168/conjinforap202112ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21168/2021_168donneescommerceext.xls""]"
IraCex22003,3,"[""2022_03inforapcommerceext.pdf"", ""conjinforap202201ce_tdb.pdf"", ""2022_03donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22003/2022_03inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22003/conjinforap202201ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22003/2022_03donneescommerceext.xls""]"
IraCex22016,3,"[""2022_16inforapcommerceext.pdf"", ""conjinforap202202ce_tdb.pdf"", ""2022_16donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22016/2022_16inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22016/conjinforap202202ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22016/2022_16donneescommerceext.xls""]"
IraCex22027,3,"[""2022_27inforapcommerceext.pdf"", ""conjinforap202203ce_tdb.pdf"", ""2022_27donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22027/2022_27inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22027/conjinforap202203ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22027/2022_27donneescommerceext.xls""]"
IraCex22039,3,"[""2022_39inforapcommerceext.pdf"", ""conjinforap202204ce_tdb.pdf"", ""2022_39donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22039/2022_39inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22039/conjinforap202204ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22039/2022_39donneescommerceext.xls""]"
IraCex22052,3,"[""2022_52inforapcommerceext.pdf"", ""conjinforap202205ce_tdb.pdf"", ""2022_52donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22052/2022_52inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22052/conjinforap202205ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22052/2022_52donneescommerceext.xls""]"
IraCex22068,3,"[""2022_68inforapcommerceext.pdf"", ""conjinforap202206ce_tdb.pdf"", ""2022_68donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22068/2022_68inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22068/conjinforap202206ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22068/2022_68donneescommerceext.xls""]"
IraCex22089,3,"[""2022_89inforapcommerceext.pdf"", ""conjinforap202207ce_tdb.pdf"", ""2022_89donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22089/2022_89inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22089/conjinforap202207ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22089/2022_89donneescommerceext.xls""]"
IraCex22097,3,"[""2022_97inforapcommerceext.pdf"", ""conjinforap202208ce_tdb.pdf"", ""2022_97donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22097/2022_97inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22097/conjinforap202208ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22097/2022_97donneescommerceext.xls""]"
IraCex22112,3,"[""2022_112inforapcommerceext.pdf"", ""conjinforap202209ce_tdb.pdf"", ""2022_112donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22112/2022_112inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22112/conjinforap202209ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22112/2022_112donneescommerceext.xls""]"
IraCex22128,3,"[""2022_128inforapcommerceext.pdf"", ""conjinforap202210ce_tdb.pdf"", ""2022_128donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22128/2022_128inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22128/conjinforap202210ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22128/2022_128donneescommerceext.xls""]"
IraCex22143,3,"[""2022_143inforapcommerceext.pdf"", ""conjinforap202211ce_tdb.pdf"", ""2022_143donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22143/2022_143inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22143/conjinforap202211ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22143/2022_143donneescommerceext.xls""]"
IraCex22158,3,"[""2022_158inforapcommerceext.pdf"", ""conjinforap202212ce_tdb.pdf"", ""2022_158donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22158/2022_158inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22158/conjinforap202212ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex22158/2022_158donneescommerceext.xls""]"
IraCex2303,3,"[""2023_03inforapcommerceext.pdf"", ""conjinforap202303ce_tdb.pdf"", ""2023_03donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2303/2023_03inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2303/conjinforap202303ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2303/2023_03donneescommerceext.xls""]"
IraCex23105,3,"[""2023_105inforapcommerceext.pdf"", ""conjinforap2023105ce_tdb.pdf"", ""2023_105donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23105/2023_105inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23105/conjinforap2023105ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23105/2023_105donneescommerceext.xls""]"
IraCex23112,3,"[""2023_112inforapcommerceext.pdf"", ""conjinforap2023112ce_tdb.pdf"", ""2023_112donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23112/2023_112inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23112/conjinforap2023112ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23112/2023_112donneescommerceext.xls""]"
IraCex23127,4,"[""2023_127inforapcommerceext.pdf"", ""conjinforap2023127ce_tdb.pdf"", ""2023_127donneescommerceext.xls"", ""2023-127_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/2023_127inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/conjinforap2023127ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/2023_127donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/2023-127_Données-complémentaires.7z""]"
