disaron_nom,disaron:theme,themes_labels,themes_codes
Nes49A4,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
NES50-A1,AIDE|AGROEMP|SOCIO,"Aides, PAC, Politiques publiques|Population agricole, emploi",AIDPOLITIQ|POPAGREMP
NES50-A2,ANAECO|AIDE|TAILLE,"Aides, PAC, Politiques publiques|Exploitations, spécialisation",AIDPOLITIQ|EXPLOITSPEC
NES50-A3,PROSP|RECBOIS,"Aides, PAC, Politiques publiques|Forêts, bois et dérivés",AIDPOLITIQ|BOIS
NES50-A4,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes50A1,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes50A2,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes50A3,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes50A4,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes51-A1,TOUTCHEP|AGROEMP|ANAECO,"Tous animaux, productions animales|Population agricole, emploi|Aides, PAC, Politiques publiques",TOUTCHEP|POPAGREMP|AIDPOLITIQ
Nes51-A2,AGROENV|AIDE|ANAECO,"Agriculture et environnement|Aides, PAC, Politiques publiques",AGROENV|AIDPOLITIQ
Nes51-A3,TOUTCULT|ANAECO|AGROENV,"Toutes cultures, productions végétales|Aides, PAC, Politiques publiques|Agriculture et environnement",TOUTCULT|AIDPOLITIQ|AGROENV
Nes51-A4,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes51A1,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes51A2,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes51A3,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes51A4,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Nes52A1,TAILLE|STATUT|ANAECO,"Exploitations, spécialisation|Aides, PAC, Politiques publiques",EXPLOITSPEC|AIDPOLITIQ
Nes52A2,SOQO|FERTI|ANAECO,"Bio, labels, signes de qualité|Pratiques culturales|Aides, PAC, Politiques publiques",SOQO|PRACULT|AIDPOLITIQ
Nes52A3,EVALPOL|ANAECO|IAAFIL,"Aides, PAC, Politiques publiques|Marchés, filières",AIDPOLITIQ|IAAFIL
Nes52A4,ANAECO|ANASOC,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Ouv201001,NRJ|PROSP|ANASOC,"Énergie|Aides, PAC, Politiques publiques",NRJ|AIDPOLITIQ
Ouv201202,PROSP|SOCIO|AGROEMP|AGROFORM,"Aides, PAC, Politiques publiques|Population agricole, emploi|Formation",AIDPOLITIQ|POPAGREMP|AGROFORM
Ouv201309,PROSP|CLIMAT|BIO|RESFOR,"Aides, PAC, Politiques publiques|Climat|Sol|Forêts, bois et dérivés",AIDPOLITIQ|CLIMAT|SOLBIODIV|BOIS
Ouv201612,AGROENV|EVALPOL,"Agriculture et environnement|Aides, PAC, Politiques publiques",AGROENV|AIDPOLITIQ
Ouv201701,PROSP|COMPINT|ALIMSECU,"Aides, PAC, Politiques publiques|Santé, sécurité alimentaire",AIDPOLITIQ|SANTALIM
Ouv201703,PROSP|AGROFORM|AGROEMP,"Aides, PAC, Politiques publiques|Formation|Population agricole, emploi",AIDPOLITIQ|AGROFORM|POPAGREMP
Ouv201901,ANAECO|AGROEMP|SOCIO,"Aides, PAC, Politiques publiques|Population agricole, emploi",AIDPOLITIQ|POPAGREMP
Pri1203A-en,GRAMEM,Données de cadrage,GRAMEM
Pri1203B-en,GRAMEM,Données de cadrage,GRAMEM
Pri1203C-en,GRAMEM,Données de cadrage,GRAMEM
Pri1203D-en,GRAMEM,Données de cadrage,GRAMEM
Pri187,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri188,PORC|PRAELEV,Porcins|Pratiques d’élevage,PORC|PRAELEV
Pri189,LAIT|AGROALIM|SOQO,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)|Bio, labels, signes de qualité",CHEPTLAIT|IAA|SOQO
Pri190,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri191,TAILLE|SOCIO,"Exploitations, spécialisation|Population agricole, emploi",EXPLOITSPEC|POPAGREMP
Pri192,TIC,Industries agro-alimentaires (IAA),IAA
Pri193,EAU,Eau,EAU
Pri194,AUTPRA|GC|EAU,Pratiques culturales|Grandes cultures|Eau,PRACULT|GC|EAU
Pri195,AIDE|GC,"Aides, PAC, Politiques publiques|Grandes cultures",AIDPOLITIQ|GC
Pri196,COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri197,AIDE,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Pri198,IAAECO|TISSU,Résultats économiques des IAA|Industries agro-alimentaires (IAA),IAAECO|IAA
Pri199,AUTPRA|FRUIT|TOUTCULT|STATUT|VITI|FERTI|BOISECO|LAIT|SOQO|TAILLE|IAAENV|VOLAIL|TOUTCHEP|BIO|AIDE|PROSP|PROT|AGROEMP|CLIMAT|ALIMSECU|EQUIP|AUTANI|COMPINT|EVALPOL|PRAELEV|RESECO|PORC|LEGUME|FOURRAGE|GC|HORTI|SANTE|SOCIO|PRIX|TISSU|AGROINST|COMPTES|AGROFORM|RESFOR|RECBOIS|GRAMEM|AGROALIM|EXFOSCI|AGROENV|NRJ|IAAECO|SOL,"Pratiques culturales|Fruits et légumes|Toutes cultures, productions végétales|Exploitations, spécialisation|Viticulture|Forêts, bois et dérivés|Bovins, ovins, caprins, lait|Bio, labels, signes de qualité|Industries agro-alimentaires (IAA)|Volailles, œufs|Tous animaux, productions animales|Sol|Aides, PAC, Politiques publiques|Population agricole, emploi|Climat|Santé, sécurité alimentaire|Installation, équipement|Autres animaux et productions animales|Pratiques d’élevage|Résultats économiques des exploitations|Porcins|Fourrages et prairies|Grandes cultures|Autres cultures|Prix, coûts de production|Formation|Données de cadrage|Agriculture et environnement|Énergie|Résultats économiques des IAA",PRACULT|FRUILEG|TOUTCULT|EXPLOITSPEC|VITI|BOIS|CHEPTLAIT|SOQO|IAA|VOLAIL|TOUTCHEP|SOLBIODIV|AIDPOLITIQ|POPAGREMP|CLIMAT|SANTALIM|INSTEQUIP|AUTANI|PRAELEV|RESECOMPTE|PORC|FOURRAGE|GC|AUTRCULT|COUTPRIX|AGROFORM|GRAMEM|AGROENV|NRJ|IAAECO
Pri200,TIC,Industries agro-alimentaires (IAA),IAA
Pri2002,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri2003,AIDE,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Pri2004,ALIMCOMP,"Alimentation, consommation",ALIMCOMP
Pri2005,TOUTCULT|BIO,"Toutes cultures, productions végétales|Sol",TOUTCULT|SOLBIODIV
Pri2006,COMPTES|TOUTCULT|TOUTCHEP,"Résultats économiques des exploitations|Toutes cultures, productions végétales|Tous animaux, productions animales",RESECOMPTE|TOUTCULT|TOUTCHEP
Pri2007,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri2008,AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri201,TISSU,Industries agro-alimentaires (IAA),IAA
Pri202,AIDE|TOUTCHEP,"Aides, PAC, Politiques publiques|Tous animaux, productions animales",AIDPOLITIQ|TOUTCHEP
Pri2020-1,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri203,AGROALIM|GC,Industries agro-alimentaires (IAA)|Grandes cultures,IAA|GC
Pri204,RESECO|COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri205,LAIT|SOQO,"Bovins, ovins, caprins, lait|Bio, labels, signes de qualité",CHEPTLAIT|SOQO
Pri206,NRJ|GC,Énergie|Grandes cultures,NRJ|GC
Pri207,AUTPRA|GC,Pratiques culturales|Grandes cultures,PRACULT|GC
Pri208,AGROALIM|LAIT,"Industries agro-alimentaires (IAA)|Bovins, ovins, caprins, lait",IAA|CHEPTLAIT
Pri209,FRUIT|COMMER|TAILLE,"Fruits et légumes|Exploitations, spécialisation",FRUILEG|EXPLOITSPEC
Pri210,GC,Grandes cultures,GC
Pri2101,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri2102,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2103,COMPTES|TOUTCULT|TOUTCHEP,"Résultats économiques des exploitations|Toutes cultures, productions végétales|Tous animaux, productions animales",RESECOMPTE|TOUTCULT|TOUTCHEP
Pri2104,AQUAPROD|AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2105,SOCIO|TAILLE|TOUTCULT|TOUTCHEP,"Population agricole, emploi|Exploitations, spécialisation|Toutes cultures, productions végétales|Tous animaux, productions animales",POPAGREMP|EXPLOITSPEC|TOUTCULT|TOUTCHEP
Pri2105-en,SOCIO|TAILLE|TOUTCULT|TOUTCHEP,"Population agricole, emploi|Exploitations, spécialisation|Toutes cultures, productions végétales|Tous animaux, productions animales",POPAGREMP|EXPLOITSPEC|TOUTCULT|TOUTCHEP
Pri2106,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri2107,RESECO|AGROEMP,"Résultats économiques des exploitations|Population agricole, emploi",RESECOMPTE|POPAGREMP
Pri2108,AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri211,COMEXT|COMPINT,"Commerce extérieur, approvisionnements|Aides, PAC, Politiques publiques",COMEXTAPPRO|AIDPOLITIQ
Pri212,COMPTES|RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri213,IAAECO|TISSU,Résultats économiques des IAA|Industries agro-alimentaires (IAA),IAAECO|IAA
Pri214,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
Pri215,TAILLE|STATUT,"Exploitations, spécialisation",EXPLOITSPEC
Pri216,FERTI|AUTPRA|GC,Pratiques culturales|Grandes cultures,PRACULT|GC
Pri217,BIO|SOL,Sol,SOLBIODIV
Pri218,RESECO|COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri219,BIO|SOL,Sol,SOLBIODIV
Pri220,TISSU,Industries agro-alimentaires (IAA),IAA
Pri2201,AQUAECO|AQUAPROD,"Pêche, aquaculture",PECHAQUA
Pri2202,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2202,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2203,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2204,SOCIO|TAILLE|RESECO,"Population agricole, emploi|Exploitations, spécialisation|Résultats économiques des exploitations",POPAGREMP|EXPLOITSPEC|RESECOMPTE
Pri2205,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
Pri2206,AQUAPROD|AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2207,AQUAPROD|AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2208,AQUAPROD|AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2209,COMPTES|TOUTCULT|TOUTCHEP,"Résultats économiques des exploitations|Toutes cultures, productions végétales|Tous animaux, productions animales",RESECOMPTE|TOUTCULT|TOUTCHEP
Pri221,AUTPRA|VITI,Pratiques culturales|Viticulture,PRACULT|VITI
Pri2210,SOCIO,"Population agricole, emploi",POPAGREMP
Pri2211,AGROEMP|TAILLE,"Population agricole, emploi|Exploitations, spécialisation",POPAGREMP|EXPLOITSPEC
Pri2212,SOQO,"Bio, labels, signes de qualité",SOQO
Pri2213,SOCIO|TAILLE|TOUTCULT|TOUTCHEP,"Population agricole, emploi|Exploitations, spécialisation|Toutes cultures, productions végétales|Tous animaux, productions animales",POPAGREMP|EXPLOITSPEC|TOUTCULT|TOUTCHEP
Pri2213-en,SOCIO|TAILLE|TOUTCULT|TOUTCHEP,"Population agricole, emploi|Exploitations, spécialisation|Toutes cultures, productions végétales|Tous animaux, productions animales",POPAGREMP|EXPLOITSPEC|TOUTCULT|TOUTCHEP
Pri2214,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri2215-en,SOCIO|TAILLE|TOUTCULT|TOUTCHEP,"Population agricole, emploi|Exploitations, spécialisation|Toutes cultures, productions végétales|Tous animaux, productions animales",POPAGREMP|EXPLOITSPEC|TOUTCULT|TOUTCHEP
Pri222,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri223,SOCIO|TAILLE,"Population agricole, emploi|Exploitations, spécialisation",POPAGREMP|EXPLOITSPEC
Pri224,NRJ,Énergie,NRJ
Pri225,TIC,Industries agro-alimentaires (IAA),IAA
Pri226,PROT|GC,Pratiques culturales|Grandes cultures,PRACULT|GC
Pri227,AQUASTRU|AQUAPROD,"Pêche, aquaculture",PECHAQUA
Pri228,COMPTES|RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri229,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri230,VITI|PROT,Viticulture|Pratiques culturales,VITI|PRACULT
Pri2301,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri2302,AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2303,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2304,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2305,COMMER,"Exploitations, spécialisation",EXPLOITSPEC
Pri2306,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2307,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2308,GC|AUTPRA,Grandes cultures|Pratiques culturales,GC|PRACULT
Pri2309,GC|AGROALIM,Grandes cultures|Industries agro-alimentaires (IAA),GC|IAA
Pri231,NRJ,Énergie,NRJ
Pri2310,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
Pri2311,PROT,Pratiques culturales,PRACULT
Pri2312,COMPTES|TOUTCULT|TOUTCHEP,"Résultats économiques des exploitations|Toutes cultures, productions végétales|Tous animaux, productions animales",RESECOMPTE|TOUTCULT|TOUTCHEP
Pri2313,AQUAPROD|AQUAECO|AQUASTRU,"Pêche, aquaculture",PECHAQUA
Pri2314,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri232,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri233,AQUAPROD,"Pêche, aquaculture",PECHAQUA
Pri234,RESECO|COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri235,TISSU,Industries agro-alimentaires (IAA),IAA
Pri236,ALIMCOMP,"Alimentation, consommation",ALIMCOMP
Pri237,PROT|GC,Pratiques culturales|Grandes cultures,PRACULT|GC
Pri238,VOLAIL|SOQO,"Volailles, œufs|Bio, labels, signes de qualité",VOLAIL|SOQO
Pri239,SOQO|LAIT,"Bio, labels, signes de qualité|Bovins, ovins, caprins, lait",SOQO|CHEPTLAIT
Pri240,EQUIP|BOVIN|PRAELEV,"Installation, équipement|Bovins, ovins, caprins, lait|Pratiques d’élevage",INSTEQUIP|CHEPTLAIT|PRAELEV
Pri2401,TOUTCULT|TOUTCHEP,"Toutes cultures, productions végétales|Tous animaux, productions animales",TOUTCULT|TOUTCHEP
Pri2402,AGROFORM|AGROINST|AGROEMP,"Formation|Installation, équipement|Population agricole, emploi",AGROFORM|INSTEQUIP|POPAGREMP
Pri2403,AQUAPROD|AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2404,COMPTES|TOUTCULT|TOUTCHEP,"Résultats économiques des exploitations|Toutes cultures, productions végétales|Tous animaux, productions animales",RESECOMPTE|TOUTCULT|TOUTCHEP
Pri2405,GC,Grandes cultures,GC
Pri2406,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri2407,AQUAPROD|AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2408,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri241,EQUIP|PORC|PRAELEV,"Installation, équipement|Porcins|Pratiques d’élevage",INSTEQUIP|PORC|PRAELEV
Pri242,TIC,Industries agro-alimentaires (IAA),IAA
Pri243,COMPTES|RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri244,CAPOV|LAIT|EQUIP|PRAELEV,"Bovins, ovins, caprins, lait|Installation, équipement|Pratiques d’élevage",CHEPTLAIT|INSTEQUIP|PRAELEV
Pri245,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri246,SOL|BIO,Sol,SOLBIODIV
Pri247,COMPTES|RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri248,PRAELEV|PORC|EQUIP,"Pratiques d’élevage|Porcins|Installation, équipement",PRAELEV|PORC|INSTEQUIP
Pri249,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri250,EAU,Eau,EAU
Pri2501,SOL,Sol,SOLBIODIV
Pri2502,TAILLE|STATUT|SOQO|COMMER|EQUIP|DIVERS,"Exploitations, spécialisation|Bio, labels, signes de qualité|Installation, équipement",EXPLOITSPEC|SOQO|INSTEQUIP
Pri2503,COMPTES|TOUTCULT|TOUTCHEP,"Résultats économiques des exploitations|Toutes cultures, productions végétales|Tous animaux, productions animales",RESECOMPTE|TOUTCULT|TOUTCHEP
Pri2504,AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri2505,AIDE,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Pri2506,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri2507,TISSU,Industries agro-alimentaires (IAA),IAA
Pri251,NRJ,Énergie,NRJ
Pri252,RESECO|COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri253,PORC|PRAELEV|EQUIP,"Porcins|Pratiques d’élevage|Installation, équipement",PORC|PRAELEV|INSTEQUIP
Pri254,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri255,AQUASTRU|AQUAPROD,"Pêche, aquaculture",PECHAQUA
Pri256,GC,Grandes cultures,GC
Pri257,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri258,AGROALIM|GC,Industries agro-alimentaires (IAA)|Grandes cultures,IAA|GC
Pri259,EVALPOL,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Pri260,SOL|BIO,Sol,SOLBIODIV
Pri261,NRJ,Énergie,NRJ
Pri262,FRUIT,Fruits et légumes,FRUILEG
Pri263,COMPTES|RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri264,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri265,PRIX|SOL,"Prix, coûts de production|Sol",COUTPRIX|SOLBIODIV
Pri266,TAILLE|AGROEMP,"Exploitations, spécialisation|Population agricole, emploi",EXPLOITSPEC|POPAGREMP
Pri267,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri268,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri269,TIC,Industries agro-alimentaires (IAA),IAA
Pri270,TAILLE|AGROEMP,"Exploitations, spécialisation|Population agricole, emploi",EXPLOITSPEC|POPAGREMP
Pri271,VITI,Viticulture,VITI
Pri272,TAILLE,"Exploitations, spécialisation",EXPLOITSPEC
Pri273,RESECO|COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri274,VOLAIL|TAILLE,"Volailles, œufs|Exploitations, spécialisation",VOLAIL|EXPLOITSPEC
Pri275,COMMER,"Exploitations, spécialisation",EXPLOITSPEC
Pri276,AGROEMP,"Population agricole, emploi",POPAGREMP
Pri277,FRUIT|TAILLE,"Fruits et légumes|Exploitations, spécialisation",FRUILEG|EXPLOITSPEC
Pri278,NRJ,Énergie,NRJ
Pri279,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri280,SOQO|LAIT,"Bio, labels, signes de qualité|Bovins, ovins, caprins, lait",SOQO|CHEPTLAIT
Pri281,SOCIO|AGROFORM|AGROINST,"Population agricole, emploi|Formation|Installation, équipement",POPAGREMP|AGROFORM|INSTEQUIP
Pri282,AUTANI,Autres animaux et productions animales,AUTANI
Pri283,GC,Grandes cultures,GC
Pri284,SOQO,"Bio, labels, signes de qualité",SOQO
Pri285,COMPTES|RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri286,GC|BILAN|AGROALIM,"Grandes cultures|Commerce extérieur, approvisionnements|Industries agro-alimentaires (IAA)",GC|COMEXTAPPRO|IAA
Pri287,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri288,PROT|VITI|AUTPRA,Pratiques culturales|Viticulture,PRACULT|VITI
Pri289,PROT|VITI|AUTPRA,Pratiques culturales|Viticulture,PRACULT|VITI
Pri290,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri291,FERTI,Pratiques culturales,PRACULT
Pri292,AUTPRA|EAU,Pratiques culturales|Eau,PRACULT|EAU
Pri293,SOCIO|AGROINST,"Population agricole, emploi|Installation, équipement",POPAGREMP|INSTEQUIP
Pri294,SOQO,"Bio, labels, signes de qualité",SOQO
Pri295,RESECO|COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri296,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri297,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri298,HORTI,Autres cultures,AUTRCULT
Pri299,BIO|TAILLE,"Sol|Exploitations, spécialisation",SOLBIODIV|EXPLOITSPEC
Pri300,PORC|TAILLE,"Porcins|Exploitations, spécialisation",PORC|EXPLOITSPEC
Pri301,NRJ,Énergie,NRJ
Pri302,DIVERS,"Exploitations, spécialisation",EXPLOITSPEC
Pri303,COMPTES|RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri304,GC|PROT,Grandes cultures|Pratiques culturales,GC|PRACULT
Pri305,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri306,RESFOR|EXFOSCI,"Forêts, bois et dérivés",BOIS
Pri307,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri308,LAIT|BIO,"Bovins, ovins, caprins, lait|Sol",CHEPTLAIT|SOLBIODIV
Pri309,IAAECO|TISSU,Résultats économiques des IAA|Industries agro-alimentaires (IAA),IAAECO|IAA
Pri310,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri311,NRJ,Énergie,NRJ
Pri312,NRJ,Énergie,NRJ
Pri313,SOL|BIO,Sol,SOLBIODIV
Pri314,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri315,RESFOR|EXFOSCI,"Forêts, bois et dérivés",BOIS
Pri316,AQUASTRU|AQUAPROD,"Pêche, aquaculture",PECHAQUA
Pri317,GC|AGROALIM,Grandes cultures|Industries agro-alimentaires (IAA),GC|IAA
Pri318,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri319,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri320,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri321,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri322,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri323,PROT|FRUIT,Pratiques culturales|Fruits et légumes,PRACULT|FRUILEG
Pri324,BIO|TAILLE,"Sol|Exploitations, spécialisation",SOLBIODIV|EXPLOITSPEC
Pri325,STATUT|TAILLE,"Exploitations, spécialisation",EXPLOITSPEC
Pri326,SOL|BIO,Sol,SOLBIODIV
Pri327,AGROEMP|SOCIO,"Population agricole, emploi",POPAGREMP
Pri328,TAILLE|AGROEMP,"Exploitations, spécialisation|Population agricole, emploi",EXPLOITSPEC|POPAGREMP
Pri329,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri330,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri331,PROT|LEGUME,Pratiques culturales|Fruits et légumes,PRACULT|FRUILEG
Pri332,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri333,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri334,EQUIP,"Installation, équipement",INSTEQUIP
Pri335,AGROFORM,Formation,AGROFORM
Pri336,PROT|VITI,Pratiques culturales|Viticulture,PRACULT|VITI
Pri337,HORTI|TAILLE|AGROEMP,"Autres cultures|Exploitations, spécialisation|Population agricole, emploi",AUTRCULT|EXPLOITSPEC|POPAGREMP
Pri338,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri339,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri340,LAIT|AGROALIM,"Bovins, ovins, caprins, lait|Industries agro-alimentaires (IAA)",CHEPTLAIT|IAA
Pri341,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri342,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri343,PROT|VITI|AUTPRA,Pratiques culturales|Viticulture,PRACULT|VITI
Pri344,AGROENV,Agriculture et environnement,AGROENV
Pri345,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri346,AGROALIM|IAAFIL,"Industries agro-alimentaires (IAA)|Marchés, filières",IAA|IAAFIL
Pri347,IAAENV,Industries agro-alimentaires (IAA),IAA
Pri348,GC|RESECO,Grandes cultures|Résultats économiques des exploitations,GC|RESECOMPTE
Pri349,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri350,TAILLE,"Exploitations, spécialisation",EXPLOITSPEC
Pri351,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri352,BOVIN|PRAELEV,"Bovins, ovins, caprins, lait|Pratiques d’élevage",CHEPTLAIT|PRAELEV
Pri353,AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri354,RESECO,Résultats économiques des exploitations,RESECOMPTE
Pri355,RECBOIS,"Forêts, bois et dérivés",BOIS
Pri356,BOVIN|PRAELEV,"Bovins, ovins, caprins, lait|Pratiques d’élevage",CHEPTLAIT|PRAELEV
Pri357,COMPTES,Résultats économiques des exploitations,RESECOMPTE
Pri358,AGROALIM,Industries agro-alimentaires (IAA),IAA
Pri359,AQUAECO,"Pêche, aquaculture",PECHAQUA
Pri360,RECBOIS,"Forêts, bois et dérivés",BOIS
Rap2202-1,GC|IAAFIL|ANAECO,"Grandes cultures|Marchés, filières|Aides, PAC, Politiques publiques",GC|IAAFIL|AIDPOLITIQ
Rap2212,AGROENV|FERTI|ANAECO,"Agriculture et environnement|Pratiques culturales|Aides, PAC, Politiques publiques",AGROENV|PRACULT|AIDPOLITIQ
Rap2311,TOUTCULT|PROT|PROSP,"Toutes cultures, productions végétales|Pratiques culturales|Aides, PAC, Politiques publiques",TOUTCULT|PRACULT|AIDPOLITIQ
Rap2403,AQUAPROD|AQUAECO|EVALPOL,"Pêche, aquaculture|Aides, PAC, Politiques publiques",PECHAQUA|AIDPOLITIQ
Rap2406,COMPINT|COMEXT|IAAFIL,"Aides, PAC, Politiques publiques|Commerce extérieur, approvisionnements|Marchés, filières",AIDPOLITIQ|COMEXTAPPRO|IAAFIL
Rap2406-1,TOUTCHEP|PRAELEV|ANAECO,"Tous animaux, productions animales|Pratiques d’élevage|Aides, PAC, Politiques publiques",TOUTCHEP|PRAELEV|AIDPOLITIQ
Rap2406-2,AIDE|ANAECO|RESECO,"Aides, PAC, Politiques publiques|Résultats économiques des exploitations",AIDPOLITIQ|RESECOMPTE
Rap2409,ANASOC|EVALPOL,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Rap2508,AGROENV|SOQO|IAAFIL,"Agriculture et environnement|Bio, labels, signes de qualité|Marchés, filières",AGROENV|SOQO|IAAFIL
Rap2509,PROSP|FRUIT|LEGUME,"Aides, PAC, Politiques publiques|Fruits et légumes",AIDPOLITIQ|FRUILEG
Syn301,AGROALIM|IAAFIL|PRIX,"Industries agro-alimentaires (IAA)|Marchés, filières|Prix, coûts de production",IAA|IAAFIL|COUTPRIX
Syn303,PORC,Porcins,PORC
Syn307,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
